canonical_id,openalex_id,doi,title,year,publication_date,venue,work_type,cited_by,category,class_score,margin,seed_sim,rank_score,needs_review,review_reason,source,matched_query,llm_relevant,llm_class,llm_subtopic,llm_confidence,llm_reason,llm_decision,llm_model,llm_prompt_version,llm_reviewed_at
title:ahybridanomalydetectionmethodforhighdimensionaldata,W4315795808,10.7717/peerj-cs.1199,A hybrid anomaly detection method for high dimensional data,2023,2023-01-12,PeerJ Computer Science,article,15,Perception-related,0.6136,0.3062,0.6884,0.6884,False,,auto-discovered,"""anomaly detection"" ""autonomous vehicle""",,,,,,,,,
title:explainingunreliableperceptioninautomateddrivingafuzzybasedmonitoringapproach,W4417298822,10.48550/arxiv.2505.14407,Explaining Unreliable Perception in Automated Driving: A Fuzzy-based Monitoring Approach,2025,2025-05-20,arXiv (Cornell University),preprint,0,Trajectory-related,0.6953,0.2125,0.668,0.688,True,near seed-sim floor; near relevance floor,auto-discovered,"""out-of-distribution"" ""automated driving""",,,,,,,,,
title:safetyofperceptionsystemsforautomateddrivingacasestudyonapollo,W4388499465,10.1145/3631969,Safety of Perception Systems for Automated Driving: A Case Study on Apollo,2023,2023-11-08,ACM Transactions on Software Engineering and Methodology,article,20,Knowledge-driven,0.7321,0.2222,0.6879,0.6879,False,,auto-discovered,"""corner case"" ""automated driving""",,,,,,,,,
title:asurveyon3dobjectdetectioninrealtimeforautonomousdriving,W4392515398,10.3389/frobt.2024.1212070,A survey on 3D object detection in real time for autonomous driving,2024,2024-03-06,Frontiers in Robotics and AI,article,24,Perception-related,0.6084,0.242,0.6778,0.6878,False,,auto-discovered,"""safety-critical scenario"" ""autonomous driving""",,,,,,,,,
title:aidrivenautonomousvehiclessafetyethicsandregulatorychallenges,W4414069929,10.64206/b8exep03,"AI-Driven Autonomous Vehicles: Safety, Ethics, and Regulatory Challenges",2024,2024-12-30,Journal of Science Technology and Engineering Research,article,1,Knowledge-driven,0.5965,0.2447,0.6777,0.6877,False,,auto-discovered,"""edge case"" ""autonomous vehicle""",,,,,,,,,
title:riskmanagementcoretowardsanexplicitrepresentationofriskinautomateddriving,W4321175317,10.48550/arxiv.2302.07715,Risk Management Core -- Towards an Explicit Representation of Risk in Automated Driving,2023,2023-02-15,arXiv (Cornell University),preprint,2,Knowledge-driven,0.7317,0.3805,0.6874,0.6874,False,,auto-discovered,"""edge case"" ""automated driving""",,,,,,,,,
title:evaluationofoutofdistributiondetectionperformanceonautonomousdrivingdatasets,W4391421322,10.48550/arxiv.2401.17013,Evaluation of Out-of-Distribution Detection Performance on Autonomous Driving Datasets,2024,2024-01-30,arXiv (Cornell University),preprint,0,Perception-related,0.7418,0.3183,0.6774,0.6874,False,,auto-discovered,"""novelty detection"" ""autonomous driving""",,,,,,,,,
title:automatedvehicletrafficareviewofoperationalchallengesinfrastructurerequirementsandresearchdirections,W7128791128,10.3390/s26041232,"Automated Vehicle Traffic: A Review of Operational Challenges, Infrastructure Requirements and Research Directions",2026,2026-02-13,Sensors,article,1,Knowledge-driven,0.6363,0.3189,0.6573,0.6873,True,near seed-sim floor,auto-discovered,"""rare event"" ""automated vehicle""",,,,,,,,,
title:treebasedscenarioclassificationaformalframeworkforcoverageanalysisontestdrivesofautonomousvehicles,W4384112059,10.48550/arxiv.2307.05106,Tree-Based Scenario Classification: A Formal Framework for Coverage Analysis on Test Drives of Autonomous Vehicles,2023,2023-07-11,arXiv (Cornell University),preprint,2,Trajectory-related,0.6633,0.3137,0.6871,0.6871,False,,auto-discovered,"""rare event"" ""automated driving""",,,,,,,,,
title:bridgingthedomaingapbetweensyntheticandrealworlddataforautonomousdriving,W4388930611,10.1145/3633463,Bridging the Domain Gap between Synthetic and Real-World Data for Autonomous Driving,2023,2023-11-23,ACM Journal on Autonomous Transportation Systems,article,15,Trajectory-related,0.627,0.2697,0.6871,0.6871,False,,auto-discovered,"""edge case"" ""autonomous driving""",,,,,,,,,
title:detectionandanalysisofcriticalinteractionsinillegaluturnsatanurbansignalizedintersection,W4407127637,10.1007/s42421-025-00117-5,Detection and Analysis of Critical Interactions in Illegal U-Turns at an Urban Signalized Intersection,2025,2025-02-04,Data Science for Transportation,article,3,Trajectory-related,0.7855,0.434,0.6668,0.6868,True,near seed-sim floor,auto-discovered,"""surrogate safety"" ""autonomous driving""",,,,,,,,,
title:whatdatadoweneedamodelbasedapproachforscenariodrivendatasetconstruction,W7160643779,10.1515/auto-2025-0060,What data do we need? – a model-based approach for scenario-driven dataset construction,2026,2026-05-01,at - Automatisierungstechnik,article,0,Knowledge-driven,0.7468,0.4028,0.6568,0.6868,True,near seed-sim floor,auto-discovered,"""out-of-distribution"" ""automated driving""",,,,,,,,,
title:chatgptbasedscenarioengineeranewframeworkonscenariogenerationfortrajectoryprediction,W4391621203,10.1109/tiv.2024.3363232,ChatGPT-Based Scenario Engineer: A New Framework on Scenario Generation for Trajectory Prediction,2024,2024-02-07,IEEE Transactions on Intelligent Vehicles,article,40,Trajectory-related,0.679,0.2872,0.6768,0.6868,False,,auto-discovered,"""scenario generation"" ""autonomous driving""",,,,,,,,,
title:safeaugsafetycriticaldrivingdataaugmentationfromnaturalisticdatasets,W4406133427,10.48550/arxiv.2501.02143,SafeAug: Safety-Critical Driving Data Augmentation from Naturalistic Datasets,2025,2025-01-03,arXiv (Cornell University),preprint,0,Trajectory-related,0.6954,0.284,0.6668,0.6868,True,near seed-sim floor,auto-discovered,"""safety-critical scenario"" ""self-driving""",,,,,,,,,
title:distillingmultimodallargelanguagemodelsforautonomousdriving,W4406549387,10.48550/arxiv.2501.09757,Distilling Multi-modal Large Language Models for Autonomous Driving,2025,2025-01-16,arXiv (Cornell University),preprint,0,Perception-related,0.5476,0.1973,0.6668,0.6868,True,near seed-sim floor; near relevance floor,auto-discovered,"""rare event"" ""autonomous driving""",,,,,,,,,
title:buildingacrediblecaseforsafetywaymosapproachforthedeterminationofabsenceofunreasonablerisk,W4379538621,10.48550/arxiv.2306.01917,Building a Credible Case for Safety: Waymo's Approach for the Determination of Absence of Unreasonable Risk,2023,2023-06-02,arXiv (Cornell University),preprint,15,Knowledge-driven,0.6655,0.3729,0.6866,0.6866,False,,auto-discovered,"""rare event"" ""autonomous driving""",,,,,,,,,
title:connectingtraditionwithmodernitysafetyliteraturereview,W4385893947,10.48130/dts-2023-0001,Connecting tradition with modernity: Safety literature review,2023,2023-01-01,Digital Transportation and Safety,article,10,Knowledge-driven,0.7282,0.3653,0.6865,0.6865,False,,auto-discovered,"""surrogate safety"" ""autonomous vehicle""",,,,,,,,,
title:scenariobasedassessmentofautomateddrivingsystemshownottoparameterizescenarios,W4402954382,10.48550/arxiv.2409.01117,Scenario-based assessment of automated driving systems: How (not) to parameterize scenarios?,2024,2024-09-02,arXiv (Cornell University),preprint,0,Trajectory-related,0.7297,0.3276,0.6761,0.6861,False,,auto-discovered,"""near-miss"" ""automated driving""",,,,,,,,,
title:literaturereviewoflegalframeworksandliabilityallocationinconnectedandautomatedvehicles,W7170301836,10.1016/j.rtbm.2026.101804,Literature review of legal frameworks and liability allocation in connected and automated vehicles,2026,2026-07-24,Research in Transportation Business & Management,article,0,Knowledge-driven,0.6511,0.3017,0.6561,0.6861,True,near seed-sim floor,auto-discovered,"""near-miss"" ""automated vehicle""",,,,,,,,,
title:trafficscenarioorchestrationfromlanguageviaconstraintsatisfaction,W7160969242,,Traffic Scenario Orchestration from Language via Constraint Satisfaction,2026,2026-05-07,arXiv (Cornell University),preprint,0,Trajectory-related,0.6098,0.3447,0.6559,0.6859,True,near seed-sim floor; current-year zero-citation preprint; current-year missing DOI,auto-discovered,"""out-of-distribution"" ""automated vehicle""",,,,,,,,,
title:learningsafetycriticalscenariosfromrealworldprecrashdataforautonomousdrivingsafetyvalidation,W7162859700,10.1016/j.geits.2026.100436,Learning Safety-Critical Scenarios from Real-World Pre-Crash Data for Autonomous Driving Safety Validation,2026,2026-05-01,Green Energy and Intelligent Transportation,article,1,Trajectory-related,0.6248,0.3116,0.6558,0.6858,True,near seed-sim floor,auto-discovered,"""safety-critical scenario"" ""autonomous driving""",,,,,,,,,
title:deepreinforcementlearningforadversegaragescenariogeneration,W4400340476,10.48550/arxiv.2407.01333,Deep Reinforcement Learning for Adverse Garage Scenario Generation,2024,2024-07-01,arXiv (Cornell University),preprint,0,Trajectory-related,0.5744,0.2166,0.6755,0.6855,False,,auto-discovered,"""scenario generation"" ""automated vehicle""",,,,,,,,,
title:integrationofanagentmodelintoanopensimulationarchitectureforscenariobasedtestingofautomatedvehicles,W7160605561,10.1515/auto-2025-0066,Integration of an agent model into an open simulation architecture for scenario-based testing of automated vehicles,2026,2026-05-01,at - Automatisierungstechnik,article,0,Trajectory-related,0.6038,0.3745,0.6554,0.6854,True,near seed-sim floor,auto-discovered,"""edge case"" ""automated vehicle""",,,,,,,,,
title:attaanomalyawaretesttimeadaptationforoutofdistributiondetectioninsegmentation,W4386721716,10.48550/arxiv.2309.05994,ATTA: Anomaly-aware Test-Time Adaptation for Out-of-Distribution Detection in Segmentation,2023,2023-09-12,arXiv (Cornell University),preprint,1,Perception-related,0.7193,0.5767,0.6852,0.6852,False,,auto-discovered,"""out-of-distribution"" ""self-driving""",,,,,,,,,
title:setaroutofdistributiondetectionwithselectivelowrankapproximation,W4399837628,10.48550/arxiv.2406.12629,SeTAR: Out-of-Distribution Detection with Selective Low-Rank Approximation,2024,2024-06-18,arXiv (Cornell University),preprint,1,Perception-related,0.7152,0.5605,0.6752,0.6852,False,,auto-discovered,"""out-of-distribution"" ""autonomous vehicle""",,,,,,,,,
title:lineoutofdistributiondetectionbyleveragingimportantneurons,W4361020636,10.48550/arxiv.2303.13995,LINe: Out-of-Distribution Detection by Leveraging Important Neurons,2023,2023-03-24,arXiv (Cornell University),preprint,2,Perception-related,0.7495,0.4109,0.6852,0.6852,False,,auto-discovered,"""out-of-distribution"" ""autonomous driving""",,,,,,,,,
title:scvlmenhancingvisionlanguagemodelforsafetycriticaleventunderstanding,W4403883175,10.48550/arxiv.2410.00982,ScVLM: Enhancing Vision-Language Model for Safety-Critical Event Understanding,2024,2024-10-01,arXiv (Cornell University),preprint,0,Trajectory-related,0.6403,0.3365,0.6748,0.6848,False,,auto-discovered,"""rare event"" ""automated driving""",,,,,,,,,
title:avehicleabnormalbehaviordetectionmodelinsingleintelligentvehiclescenarios,W4402965679,10.70003/160792642024092505012,A Vehicle Abnormal Behavior Detection Model in Single Intelligent Vehicle Scenarios,2024,2024-09-30,網際網路技術學刊,article,3,Perception-related,0.7252,0.3069,0.6747,0.6847,False,,auto-discovered,"""anomaly detection"" ""automated vehicle""",,,,,,,,,
title:drivingscenariogenerationbasedonlatentdiffusionmodelforautonomousdrivingvehicles,W4406595922,10.5302/j.icros.2025.24.0248,Driving Scenario Generation Based on Latent Diffusion Model for Autonomous Driving Vehicles,2025,2025-01-01,Journal of Institute of Control Robotics and Systems,article,1,Trajectory-related,0.6314,0.2207,0.6646,0.6846,True,near seed-sim floor,auto-discovered,"""scenario generation"" ""autonomous driving""",,,,,,,,,
title:concretizationofabstracttrafficscenespecificationsusingmetaheuristicsearch,W4388623088,10.1109/tse.2023.3331254,Concretization of Abstract Traffic Scene Specifications Using Metaheuristic Search,2023,2023-11-13,IEEE Transactions on Software Engineering,article,12,Trajectory-related,0.6899,0.3878,0.6845,0.6845,False,,auto-discovered,"""rare event"" ""automated driving""",,,,,,,,,
title:acceleratedtestingandevaluationforblackboxautonomousdrivingsystemsviaadaptivemarkovchainmontecarlo,W4406415521,10.1109/tits.2024.3525059,Accelerated Testing and Evaluation for Black-Box Autonomous Driving Systems via Adaptive Markov Chain Monte Carlo,2025,2025-01-15,IEEE Transactions on Intelligent Transportation Systems,article,3,Trajectory-related,0.6141,0.243,0.6642,0.6842,True,near seed-sim floor,auto-discovered,"""rare event"" ""autonomous driving""",,,,,,,,,
title:metaoodlearningforcontinuouslyadaptiveooddetection,W4386977547,10.48550/arxiv.2309.11705,Meta OOD Learning for Continuously Adaptive OOD Detection,2023,2023-09-21,arXiv (Cornell University),preprint,0,Perception-related,0.7229,0.5012,0.6838,0.6838,False,,auto-discovered,"""novelty detection"" ""self-driving""",,,,,,,,,
title:drivellmchartingthepathtowardfullautonomousdrivingwithlargelanguagemodels,W4388208052,10.1109/tiv.2023.3327715,DriveLLM: Charting the Path Toward Full Autonomous Driving With Large Language Models,2023,2023-10-26,IEEE Transactions on Intelligent Vehicles,article,87,Knowledge-driven,0.6799,0.2616,0.6838,0.6838,False,,auto-discovered,"""edge case"" ""autonomous driving""",,,,,,,,,
title:atwolayeredapproachforthevalidationofanoperationalautonomousshuttle,W4385976121,10.1109/access.2023.3306602,A Two-Layered Approach for the Validation of an Operational Autonomous Shuttle,2023,2023-01-01,IEEE Access,article,9,Trajectory-related,0.6467,0.331,0.6837,0.6837,False,,auto-discovered,"""edge case"" ""autonomous driving""",,,,,,,,,
title:amodelofdyadicmerginginteractionsexplainshumandriversbehaviorfromcontrolinputstodecisions,W4402755912,10.1093/pnasnexus/pgae420,A model of dyadic merging interactions explains human drivers’ behavior from control inputs to decisions,2024,2024-09-24,PNAS Nexus,article,7,Trajectory-related,0.67,0.3207,0.6734,0.6834,False,,auto-discovered,"""edge case"" ""automated driving""",,,,,,,,,
title:safetyawarecausalrepresentationfortrustworthyofflinereinforcementlearninginautonomousdriving,W4392979624,10.1109/lra.2024.3379805,Safety-Aware Causal Representation for Trustworthy Offline Reinforcement Learning in Autonomous Driving,2024,2024-03-20,IEEE Robotics and Automation Letters,article,17,Trajectory-related,0.6883,0.2835,0.673,0.683,False,,auto-discovered,"""safety-critical scenario"" ""autonomous driving""",,,,,,,,,
title:towardsrobustautonomousdrivingoutofdistributionobjectdetectioninbirdseyeviewspace,W4411232065,10.1109/ojvt.2025.3579341,Towards Robust Autonomous Driving: Out-of-Distribution Object Detection in Bird's Eye View Space,2025,2025-01-01,IEEE Open Journal of Vehicular Technology,article,5,Perception-related,0.6865,0.3642,0.6629,0.6829,True,near seed-sim floor,auto-discovered,"""out-of-distribution"" ""autonomous driving""",,,,,,,,,
title:interactivecriticalscenariogenerationforautonomousvehiclestestingbasedonindepthcrashdatausingreinforcementlearning,W4399767173,10.1109/tiv.2024.3415961,Interactive Critical Scenario Generation for Autonomous Vehicles Testing Based on In-Depth Crash Data Using Reinforcement Learning,2024,2024-06-18,IEEE Transactions on Intelligent Vehicles,article,24,Trajectory-related,0.6868,0.3749,0.6727,0.6827,False,,auto-discovered,"""critical scenario"" ""autonomous vehicle""",,,,,,,,,
title:generatingrealisticsafetycriticalscenariosforvehiclepedestrianinteractions,W7161744941,10.48550/arxiv.2605.17229,Generating Realistic Safety-Critical Scenarios for Vehicle-Pedestrian Interactions,2026,2026-05-17,arXiv (Cornell University),preprint,0,Trajectory-related,0.6621,0.3008,0.6527,0.6827,True,near seed-sim floor; current-year zero-citation preprint,auto-discovered,"""safety-critical scenario"" ""automated driving""",,,,,,,,,
title:evolvingtestingscenariogenerationandintelligenceevaluationforautomatedvehicles,W4396633667,10.1016/j.trc.2024.104620,Evolving testing scenario generation and intelligence evaluation for automated vehicles,2024,2024-05-04,Transportation Research Part C Emerging Technologies,article,28,Trajectory-related,0.5946,0.3131,0.6722,0.6822,False,,auto-discovered,"""scenario generation"" ""automated vehicle""",,,,,,,,,
title:riskassessmentofroundaboutscenariosinvirtualtestingbasedonanimproveddrivingsafetyfield,W4401911735,10.3390/s24175539,Risk Assessment of Roundabout Scenarios in Virtual Testing Based on an Improved Driving Safety Field,2024,2024-08-27,Sensors,article,7,Trajectory-related,0.7435,0.3845,0.6719,0.6819,False,,auto-discovered,"""safety-critical scenario"" ""autonomous vehicle""",,,,,,,,,
title:largelanguagemodelsforanomalyandoutofdistributiondetectionasurvey,W4402955361,10.48550/arxiv.2409.01980,Large Language Models for Anomaly and Out-of-Distribution Detection: A Survey,2024,2024-09-03,arXiv (Cornell University),preprint,3,Perception-related,0.6255,0.2436,0.6718,0.6818,False,,auto-discovered,"""out-of-distribution"" ""autonomous driving""",,,,,,,,,
title:hybridvideoanomalydetectionforanomalousscenariosinautonomousdriving,W4399554382,10.48550/arxiv.2406.06423,Hybrid Video Anomaly Detection for Anomalous Scenarios in Autonomous Driving,2024,2024-06-10,arXiv (Cornell University),preprint,0,Perception-related,0.649,0.2353,0.6718,0.6818,False,,auto-discovered,"""anomaly detection"" ""automated driving""",,,,,,,,,
title:areviewofaisafetyandtrustworthinessinautonomousvehicles,W7156262517,10.70251/hyjr2348.42499503,A Review of AI Safety and Trustworthiness in Autonomous Vehicles,2026,2026-01-01,American journal of student research.,article,0,Knowledge-driven,0.63,0.2303,0.6518,0.6818,True,near seed-sim floor,auto-discovered,"""rare event"" ""autonomous vehicle""",,,,,,,,,
title:generationofcriticalpedestrianscenariosforautonomousvehicletesting,W4407688542,10.1016/j.aap.2025.107962,Generation of critical pedestrian scenarios for autonomous vehicle testing,2025,2025-02-18,Accident Analysis & Prevention,article,23,Trajectory-related,0.6249,0.2901,0.6616,0.6816,True,near seed-sim floor,auto-discovered,"""critical scenario"" ""autonomous vehicle""",,,,,,,,,
title:unisimaneuralclosedloopsensorsimulator,W4385970149,10.48550/arxiv.2308.01898,UniSim: A Neural Closed-Loop Sensor Simulator,2023,2023-08-03,arXiv (Cornell University),preprint,1,Trajectory-related,0.6554,0.3218,0.6815,0.6815,False,,auto-discovered,"""safety-critical scenario"" ""autonomous vehicle""",,,,,,,,,
title:evaluatingtheimpactofhumandrivenandautonomousvehiclesinadverseweatherconditionsusingaverkehrinstdtensimulationsmodellvissimandsurrogatesafetyassessmentmodelssam,W4410481265,10.3390/electronics14102046,Evaluating the Impact of Human-Driven and Autonomous Vehicles in Adverse Weather Conditions Using a Verkehr in Städten—SIMulationsmodell (VISSIM) and Surrogate Safety Assessment Model (SSAM),2025,2025-05-17,Electronics,article,4,Trajectory-related,0.6891,0.3177,0.6615,0.6815,True,near seed-sim floor,auto-discovered,"""surrogate safety"" ""autonomous driving""",,,,,,,,,
title:drivescenegengeneratingdiverseandrealisticdrivingscenariosfromscratch,W4399874973,10.1109/lra.2024.3416792,DriveSceneGen: Generating Diverse and Realistic Driving Scenarios From Scratch,2024,2024-06-20,IEEE Robotics and Automation Letters,article,11,Trajectory-related,0.6736,0.3088,0.6713,0.6813,True,near seed-sim floor,auto-discovered,"""scenario generation"" ""autonomous driving""",,,,,,,,,
title:safetyassessmentofvehiclecharacteristicsvariationsinautonomousdrivingsystems,W4389072668,10.48550/arxiv.2311.14461,Safety Assessment of Vehicle Characteristics Variations in Autonomous Driving Systems,2023,2023-11-24,arXiv (Cornell University),preprint,1,Trajectory-related,0.6921,0.3286,0.6812,0.6812,False,,auto-discovered,"""scenario generation"" ""autonomous driving""",,,,,,,,,
title:operationaldesigndomaindrivencoverageforthesafetyargumentationofautomatedvehicles,W4319068680,10.1109/access.2023.3242127,Operational Design Domain-Driven Coverage for the Safety Argumentation of Automated Vehicles,2023,2023-01-01,IEEE Access,article,41,Trajectory-related,0.7619,0.4045,0.6811,0.6811,False,,auto-discovered,"""near-miss"" ""autonomous driving""",,,,,,,,,
title:asafeselfevolutionalgorithmforautonomousdrivingbasedondatadrivenriskquantificationmodel,W4402699014,10.48550/arxiv.2408.12805,A Safe Self-evolution Algorithm for Autonomous Driving Based on Data-Driven Risk Quantification Model,2024,2024-08-23,arXiv (Cornell University),preprint,0,Trajectory-related,0.7081,0.2106,0.671,0.681,True,near seed-sim floor; near relevance floor,auto-discovered,"""surrogate safety"" ""autonomous driving""",,,,,,,,,
title:detectionandanalysisofcornercasescenariosatasignalizedurbanintersection,W4404642876,10.1016/j.aap.2024.107838,Detection and analysis of corner case scenarios at a signalized urban intersection,2024,2024-11-20,Accident Analysis & Prevention,article,8,Trajectory-related,0.7498,0.397,0.6709,0.6809,True,near seed-sim floor,auto-discovered,"""corner case"" ""automated driving""",,,,,,,,,
title:impromptuvlaopenweightsandopendatafordrivingvisionlanguageactionmodels,W4416613220,10.48550/arxiv.2505.23757,Impromptu VLA: Open Weights and Open Data for Driving Vision-Language-Action Models,2025,2025-05-29,arXiv (Cornell University),preprint,0,Perception-related,0.6311,0.323,0.6609,0.6809,True,near seed-sim floor,auto-discovered,"""corner case"" ""self-driving""",,,,,,,,,
title:twoisbetterthanonedigitalsiblingstoimproveautonomousdrivingtesting,W4376653490,10.48550/arxiv.2305.08060,Two is Better Than One: Digital Siblings to Improve Autonomous Driving Testing,2023,2023-05-14,arXiv (Cornell University),preprint,1,Trajectory-related,0.6695,0.3213,0.6809,0.6809,False,,auto-discovered,"""edge case"" ""autonomous driving""",,,,,,,,,
title:anefficienthighrisklanechangingscenarioedgecasesgenerationmethodforautonomousvehiclesafetytesting,W4400188075,10.1109/tiv.2024.3414828,An Efficient High-Risk Lane-Changing Scenario Edge Cases Generation Method for Autonomous Vehicle Safety Testing,2024,2024-07-01,IEEE Transactions on Intelligent Vehicles,article,14,Trajectory-related,0.7178,0.372,0.6708,0.6808,True,near seed-sim floor,auto-discovered,"""edge case"" ""autonomous vehicle""",,,,,,,,,
title:generalizedoutofdistributiondetectionandbeyondinvisionlanguagemodeleraasurvey,W4402733597,10.48550/arxiv.2407.21794,Generalized Out-of-Distribution Detection and Beyond in Vision Language Model Era: A Survey,2024,2024-07-31,arXiv (Cornell University),preprint,4,Perception-related,0.774,0.5029,0.6707,0.6807,True,near seed-sim floor,auto-discovered,"""out-of-distribution"" ""autonomous driving""",,,,,,,,,
title:deepbilstmattentionmodelforspatialandtemporalanomalydetectioninvideosurveillance,W4406103127,10.3390/s25010251,Deep BiLSTM Attention Model for Spatial and Temporal Anomaly Detection in Video Surveillance,2025,2025-01-04,Sensors,article,40,Perception-related,0.6364,0.447,0.6607,0.6807,True,near seed-sim floor,auto-discovered,"""anomaly detection"" ""automated vehicle""",,,,,,,,,
title:rigoroussafetyanalysisanddesignofadasandadsimplicationsontools,W4399657676,10.48550/arxiv.2406.08350,Rigorous Safety Analysis and Design of ADAS and ADS: Implications on Tools,2024,2024-06-12,arXiv (Cornell University),preprint,0,Knowledge-driven,0.644,0.2628,0.6706,0.6806,True,near seed-sim floor,auto-discovered,"""rare event"" ""automated vehicle""",,,,,,,,,
title:longcomplongtailcompositionalzeroshotgeneralizationforrobusttrajectoryprediction,W4416239830,10.48550/arxiv.2511.10411,LongComp: Long-Tail Compositional Zero-Shot Generalization for Robust Trajectory Prediction,2025,2025-11-13,arXiv (Cornell University),preprint,0,Perception-related,0.6294,0.2635,0.6601,0.6801,True,near seed-sim floor,auto-discovered,"""safety-critical scenario"" ""self-driving""",,,,,,,,,
title:autonomousvehiclecollisionavoidancewithracingparameterizeddeepreinforcementlearning,W7155246406,,Autonomous Vehicle Collision Avoidance With Racing Parameterized Deep Reinforcement Learning,2026,2026-04-17,arXiv (Cornell University),preprint,0,Trajectory-related,0.6546,0.2005,0.6501,0.6801,True,near seed-sim floor; near relevance floor; current-year zero-citation preprint; current-year missing DOI,auto-discovered,"""out-of-distribution"" ""automated vehicle""",,,,,,,,,
title:automatedgenerationoftestscenariosforautonomousdrivingusingllms,W4413224466,10.3390/electronics14163177,Automated Generation of Test Scenarios for Autonomous Driving Using LLMs,2025,2025-08-10,Electronics,article,6,Knowledge-driven,0.6059,0.3404,0.66,0.68,True,near seed-sim floor,auto-discovered,"""edge case"" ""autonomous driving""",,,,,,,,,
title:fromparticlestoperilssvgdbasedhazardousscenariogenerationforautonomousdrivingsystemstesting,W7155361605,10.1145/3808153,From Particles to Perils: SVGD-Based Hazardous Scenario Generation for Autonomous Driving Systems Testing,2026,2026-06-30,Proceedings of the ACM on software engineering.,article,0,Trajectory-related,0.6229,0.2602,0.65,0.68,True,near seed-sim floor,auto-discovered,"""near-miss"" ""autonomous driving""",,,,,,,,,
title:probingvisualconceptsinlightweightvisionlanguagemodelsforautomateddriving,W7134291337,,Probing Visual Concepts in Lightweight Vision-Language Models for Automated Driving,2026,2026-03-06,arXiv (Cornell University),preprint,0,Perception-related,0.6302,0.2304,0.65,0.68,True,near seed-sim floor; current-year zero-citation preprint; current-year missing DOI,auto-discovered,"""out-of-distribution"" ""automated driving""",,,,,,,,,
title:radarcamerafusionforobjectdetectionandsemanticsegmentationinautonomousdrivingacomprehensivereview,W4366735407,10.48550/arxiv.2304.10410,Radar-Camera Fusion for Object Detection and Semantic Segmentation in Autonomous Driving: A Comprehensive Review,2023,2023-04-20,arXiv (Cornell University),preprint,7,Perception-related,0.5803,0.2052,0.6799,0.6799,True,near relevance floor,auto-discovered,"""critical scenario"" ""autonomous driving""",,,,,,,,,
title:efficientadaccuratevisualanomalydetectionatmillisecondlevellatencies,W4361193205,10.48550/arxiv.2303.14535,EfficientAD: Accurate Visual Anomaly Detection at Millisecond-Level Latencies,2023,2023-03-25,arXiv (Cornell University),preprint,8,Perception-related,0.715,0.4391,0.6798,0.6798,False,,auto-discovered,"""anomaly detection"" ""autonomous driving""",,,,,,,,,
title:deepaccidentamotionandaccidentpredictionbenchmarkforv2xautonomousdriving,W4362599029,10.48550/arxiv.2304.01168,DeepAccident: A Motion and Accident Prediction Benchmark for V2X Autonomous Driving,2023,2023-04-03,arXiv (Cornell University),preprint,3,Trajectory-related,0.6004,0.2886,0.6796,0.6796,False,,auto-discovered,"""safety-critical scenario"" ""autonomous driving""",,,,,,,,,
title:reviewofdrivingbehavioursimulationvissimandartificialintelligenceapproach,W4391886569,10.1016/j.heliyon.2024.e25936,Review of driving-behaviour simulation: VISSIM and artificial intelligence approach,2024,2024-02-01,Heliyon,article,31,Trajectory-related,0.7236,0.3152,0.6695,0.6795,True,near seed-sim floor,auto-discovered,"""surrogate safety"" ""automated driving""",,,,,,,,,
title:asystematicreviewofsafetycriticalscenariosbetweenautomatedvehiclesandvulnerableroadusers,W4377299907,10.48550/arxiv.2305.11291,A systematic review of safety-critical scenarios between automated vehicles and vulnerable road users,2023,2023-05-18,arXiv (Cornell University),preprint,0,Knowledge-driven,0.671,0.3831,0.6794,0.6794,False,,auto-discovered,"""safety-critical scenario"" ""automated driving""",,,,,,,,,
title:simulationbasedsafetyassuranceforanavpsystemincorporatinglearningenabledcomponents,W4388514226,10.48550/arxiv.2311.03362,Simulation-based Safety Assurance for an AVP System incorporating Learning-Enabled Components,2023,2023-09-28,arXiv (Cornell University),preprint,0,Trajectory-related,0.6613,0.2928,0.6793,0.6793,False,,auto-discovered,"""safety-critical scenario"" ""automated driving""",,,,,,,,,
title:cornercasedatasetforautonomousvehicletestingbasedonnaturalisticdrivingdata,W4412957968,10.3390/smartcities8040129,Corner Case Dataset for Autonomous Vehicle Testing Based on Naturalistic Driving Data,2025,2025-08-05,Smart Cities,article,5,Trajectory-related,0.7514,0.3173,0.6592,0.6792,True,near seed-sim floor,auto-discovered,"""edge case"" ""autonomous driving""",,,,,,,,,
title:overcomingchallengesinmotionforecastingforautonomousvehiclesacomprehensiveanalysis,W4410814207,10.32628/ijsrst2512372,Overcoming Challenges in Motion Forecasting for Autonomous Vehicles: A Comprehensive Analysis,2025,2025-05-26,International Journal of Scientific Research in Science and Technology,article,0,Trajectory-related,0.6461,0.2163,0.6592,0.6792,True,near seed-sim floor,auto-discovered,"""rare event"" ""autonomous vehicle""",,,,,,,,,
title:multimodallargelanguagemodeldrivenscenariotestingforautonomousvehicles,W4403623846,10.48550/arxiv.2409.06450,Multimodal Large Language Model Driven Scenario Testing for Autonomous Vehicles,2024,2024-09-10,arXiv (Cornell University),preprint,2,Trajectory-related,0.5946,0.3574,0.6691,0.6791,True,near seed-sim floor,auto-discovered,"""corner case"" ""autonomous vehicle""",,,,,,,,,
