canonical_id,openalex_id,doi,title,year,publication_date,venue,work_type,cited_by,category,label_source,fig_include,class_score,margin,seed_sim,needs_review,review_reason,source,abstract,llm_relevant,llm_class,llm_subtopic,llm_confidence,llm_reason,llm_decision,llm_model,llm_prompt_version,llm_reviewed_at
title:learningaunifiedriskmapforautonomousdrivinginpartiallyobservableenvironments,W7130540511,10.1109/lra.2026.3666393,Learning a Unified Risk Map for Autonomous Driving in Partially Observable Environments,2026,2026-02-19,IEEE Robotics and Automation Letters,article,1,Trajectory-related,predicted,1,0.679,0.346,0.7032,False,,auto-discovered,"Occlusion-aware prediction remains a critical challenge in autonomous driving due to the inherent uncertainty of unobserved regions. Existing approaches either overestimate risk based on reachable states or struggle to predict accurate trajectories under high occlusion uncertainty. To address these limitations, we propose a unified risk map modeling and learning framework for partially observable environments. Our method integrates traffic flow risk and collision risk through spatiotemporal modeling, enabling fine-grained assessment of occlusion-induced hazards. To address the scarcity of scenarios involving occluded interactions, we introduce a diffusion-based scenario generation framework that produces realistic yet adversarial scenarios. We integrate the modeling and learning of a unified risk map into a framework that supports risk-aware planning under partial observability. Experiments on the Waymo Open Motion Dataset show that our method significantly outperforms the state-of-the-art occlusion-aware baseline, improving minimum time-to-collision by 0.78 times and average time-to-collision by 1.67 times. The proposed framework offers a comprehensive and practical solution for risk-aware planning in partially observable environments.",,,,,,,,,
title:autonomousvehiclestestingconsideringutilitybasedoperabletasks,W4377089896,10.26599/tst.2022.9010037,Autonomous Vehicles Testing Considering Utility-Based Operable Tasks,2023,2023-05-19,Tsinghua Science & Technology,article,12,Trajectory-related,predicted,1,0.718,0.3609,0.7331,False,,auto-discovered,"Virtual simulation testing of Autonomous Vehicles (AVs) is gradually being accepted as a mandatory way to test the feasibility of driving strategies for AVs. Mainstream methods focus on improving testing efficiency by extracting critical scenarios from naturalistic driving datasets. However, the criticalities defined in their testing tasks are based on fixed assumptions, the obtained scenarios cannot pose a challenge to AVs with different strategies. To fill this gap, we propose an intelligent testing method based on operable testing tasks. We found that the driving behavior of Surrounding Vehicles (SVs) has a critical impact on AV, which can be used to adjust the testing task difficulty to find more challenging scenarios. To model different driving behaviors, we utilize behavioral utility functions with binary driving strategies. Further, we construct a vehicle interaction model, based on which we theoretically analyze the impact of changing the driving behaviors on the testing task difficulty. Finally, by adjusting SV's strategies, we can generate more corner cases when testing different AVs in a finite number of simulations.",,,,,,,,,
title:riskawarevehicletrajectorypredictionundersafetycriticalscenarios,W4406457478,10.1109/tits.2025.3525744,Risk-Aware Vehicle Trajectory Prediction Under Safety-Critical Scenarios,2025,2025-01-16,IEEE Transactions on Intelligent Transportation Systems,article,9,Trajectory-related,predicted,1,0.6763,0.3484,0.7131,False,,auto-discovered,"Trajectory prediction is significant for intelligent vehicles to achieve high-level autonomous driving, and a lot of relevant research achievements have been made recently. Despite the rapid development, most existing studies solely focus on normal and safe scenarios while largely neglecting safety-critical scenarios, particularly those involving imminent collisions. This oversight may result in autonomous vehicles lacking the essential predictive ability in such situations, posing a significant threat to safety. To tackle these, this paper proposes a risk-aware trajectory prediction framework tailored to safety-critical scenarios. Leveraging distinctive hazardous features, we develop three core risk-aware components. First, we introduce a risk-incorporated scene encoder, which augments conventional encoders with quantitative risk information to achieve risk-aware encoding of hazardous scene contexts. Next, we incorporate endpoint-risk-combined intention queries as prediction priors in the decoder to ensure that the predicted multimodal trajectories cover both various spatial intentions and risk levels. Lastly, an auxiliary risk prediction task is implemented for the ultimate risk-aware prediction. Furthermore, to support model training and performance evaluation, we introduce a safety-critical trajectory prediction dataset and tailored evaluation metrics. We conduct comprehensive evaluations and compare our model with several SOTA models. Results demonstrate the superior performance of our model, with a significant improvement in most metrics. This prediction advancement enables autonomous vehicles to execute correct collision avoidance maneuvers under safety-critical scenarios, eventually enhancing road traffic safety.",,,,,,,,,
title:howcertainarewethatourautomateddrivingsystemissafe,W4379093295,10.1080/15389588.2023.2186733,How certain are we that our automated driving system is safe?,2023,2023-04-21,Traffic Injury Prevention,article,12,Trajectory-related,predicted,1,0.7388,0.3918,0.7324,False,,auto-discovered,"OBJECTIVE: Regulations are currently being drafted by the European Commission for the safe introduction of automated driving systems (ADSs) with conditional or higher automation (SAE level 3 and above). One of the main challenges for complying with the drafted regulations is proving that the residual risk of an ADS is lower than the existing state of the art without the ADS and that the current safety state of European roads is not compromised. Therefore, much research has been conducted to estimate the safety risk of ADS. One proposed method for estimating the risk is data-driven, scenario-based assessment, where tests are partially automatically generated based on recorded traffic data. Although this is a promising method, uncertainties in the estimated risk arise from, among others, the limited number of tests that are conducted and the limited data that have been used to generate the tests. This work addresses the following question: ""Given the limitations of the data and the number of tests, what is the uncertainty of the estimated safety risk of the ADS?"" METHODS: To compute the safety risk, parameterized test scenarios are based on large-scale collections of road scenarios that are stored in a scenario database. The exposure of the scenarios and the parameter distributions are estimated using the data as well as confidence bounds of these estimates. Next, virtual simulations are conducted of the scenarios for a variety of parameter values. Using a probabilistic framework, all results are combined to estimate the residual risk as well as the uncertainty of this estimation. RESULTS: fatalities per hour of driving. The proposed method is illustrated with a case study in which the risk and its uncertainty are quantified for a longitudinal controller in 3 different types of scenarios. The case study code is publicly available. CONCLUSIONS: If results show that the uncertainty is too high, the proposed method allows answering questions like ""How much more data do we need?"" or ""How many more (virtual) simulations must be conducted?"" Therefore, the method can be used to set requirements on the amount of data and the number of (virtual) simulations. For a reliable risk estimate, though, much more data are needed than those used in the case study. Furthermore, because the method relies on (virtual) simulations, the reliability of the result depends on the validity of the models used in the simulations. The presented case study illustrates that the proposed method is able to quantify the uncertainty of the estimated safety risk of an ADS. Future work involves incorporating the proposed method into the type approval framework for future ADSs of SAE levels 3, 4, and 5, as proposed in the upcoming European Union implementing regulation for ADS.",,,,,,,,,
title:optimizingvirtualscenariotestingforautonomousvehicleswithlargescalescenariogeneration,W7150883364,10.4271/2026-01-0050,Optimizing Virtual Scenario Testing for Autonomous Vehicles with Large-Scale Scenario Generation,2026,2026-04-07,SAE technical papers on CD-ROM/SAE technical paper series,article,0,Trajectory-related,predicted,1,0.6787,0.3911,0.7012,False,,auto-discovered,"&lt;div class=""section abstract""&gt;&lt;div class=""htmlview paragraph""&gt;The validation of Advanced Driver Assistance Systems (ADAS) and Automated Driving (AD) Systems, especially at higher automation levels such as SAE Level 3 or 4, demands the testing of a vast array of scenario variants far exceeding the scope of standard safety specifications like Euro NCAP (The European New Car Assessment Programme). Autonomous vehicles require thorough real-world testing to ensure automotive safety. However, public road tests are costly and risky. Instead, virtual scenarios - digital twins of real environments - offer a safe, cost-effective testing alternative. Exhaustive simulation across this high-dimensional scenario space, which includes variations in actor behavior, environmental conditions, and event characteristics, is computationally infeasible. We propose a constraint-solving approach to address this challenge that leverages mathematical and geometric techniques to analytically assess the existence and validity of scenario variants prior to simulation. Two primary methods are explored:&lt;ol class=""list nostyle""&gt;&lt;li class=""list-item""&gt;&lt;span class=""li-label""&gt;(1)&lt;/span&gt;&lt;div class=""htmlview paragraph""&gt;random or sequential generation of scenario variants with a pre-simulation pruning step to eliminate invalid cases, and&lt;/div&gt;&lt;/li&gt;&lt;li class=""list-item""&gt;&lt;span class=""li-label""&gt;(2)&lt;/span&gt;&lt;div class=""htmlview paragraph""&gt;direct generation of valid variants by solving constraint systems that ensure the desired events occur under specified conditions.&lt;/div&gt;&lt;/li&gt;&lt;/ol&gt;&lt;/div&gt;&lt;div class=""htmlview paragraph""&gt;Importantly, maintaining an effective balance between these two approaches is central to our methodology, as the optimal mix depends on the specific testing goals and requirements. This framework implemented using MATLAB®, Simulink®, the Automated Driving Toolbox&lt;sup&gt;TM&lt;/sup&gt;, and the Euro NCAP Support Package®, systematically reduces the scenario space by excluding impossible cases. Our approach aims to significantly reduce reliance on extensive simulation and enable more targeted and efficient validation for safety compliance.&lt;/div&gt;&lt;/div&gt;",,,,,,,,,
title:safesimsafetycriticalclosedlooptrafficsimulationwithdiffusioncontrollableadversaries,W4390528731,10.48550/arxiv.2401.00391,SAFE-SIM: Safety-Critical Closed-Loop Traffic Simulation with Diffusion-Controllable Adversaries,2023,2023-12-31,arXiv (Cornell University),preprint,1,Trajectory-related,predicted,1,0.6842,0.39,0.7312,False,,auto-discovered,"Evaluating the performance of autonomous vehicle planning algorithms necessitates simulating long-tail safety-critical traffic scenarios. However, traditional methods for generating such scenarios often fall short in terms of controllability and realism; they also neglect the dynamics of agent interactions. To address these limitations, we introduce SAFE-SIM, a novel diffusion-based controllable closed-loop safety-critical simulation framework. Our approach yields two distinct advantages: 1) generating realistic long-tail safety-critical scenarios that closely reflect real-world conditions, and 2) providing controllable adversarial behavior for more comprehensive and interactive evaluations. We develop a novel approach to simulate safety-critical scenarios through an adversarial term in the denoising process of diffusion models, which allows an adversarial agent to challenge a planner with plausible maneuvers while all agents in the scene exhibit reactive and realistic behaviors. Furthermore, we propose novel guidance objectives and a partial diffusion process that enables users to control key aspects of the scenarios, such as the collision type and aggressiveness of the adversarial agent, while maintaining the realism of the behavior. We validate our framework empirically using the nuScenes and nuPlan datasets across multiple planners, demonstrating improvements in both realism and controllability. These findings affirm that diffusion models provide a robust and versatile foundation for safety-critical, interactive traffic simulation, extending their utility across the broader autonomous driving landscape. Project website: https://safe-sim.github.io/.",,,,,,,,,
title:safeshiftsafetyinformeddistributionshiftsforrobusttrajectorypredictioninautonomousdriving,W4400650193,10.1109/iv55156.2024.10588828,SafeShift: Safety-Informed Distribution Shifts for Robust Trajectory Prediction in Autonomous Driving,2024,2024-06-02,,article,10,Trajectory-related,predicted,1,0.7918,0.4198,0.7203,False,,auto-discovered,"As autonomous driving technology matures, the safety and robustness of its key components, including trajectory prediction is vital. Although real-world datasets such as Waymo Open Motion provide recorded real scenarios, the majority of the scenes appear benign, often lacking diverse safety-critical situations that are essential for developing robust models against nuanced risks. However, generating safety-critical data using simulation faces severe simulation to real gap. Using real-world environments is even less desirable due to safety risks. In this context, we propose an approach to utilize existing real-world datasets by identifying safetyrelevant scenarios naively overlooked, e.g., near misses and proactive maneuvers. Our approach expands the spectrum of safety-relevance, allowing us to study trajectory prediction models under a safety-informed, distribution shift setting. We contribute a versatile scenario characterization method, a novel scoring scheme for reevaluating a scene using counterfactual scenarios to find hidden risky scenarios, and an evaluation of trajectory prediction models in this setting. We further contribute a remediation strategy, achieving a 10% average reduction in predicted trajectories’ collision rates. To facilitate future research, we release our code for this overall SafeShift framework to the public: github.com/cmubig/SafeShift",,,,,,,,,
title:freafeasibilityguidedgenerationofsafetycriticalscenarioswithreasonableadversariality,W4399447679,10.48550/arxiv.2406.02983,FREA: Feasibility-Guided Generation of Safety-Critical Scenarios with Reasonable Adversariality,2024,2024-06-05,arXiv (Cornell University),preprint,0,Trajectory-related,predicted,1,0.6723,0.3476,0.7198,False,,auto-discovered,"Generating safety-critical scenarios, which are essential yet difficult to collect at scale, offers an effective method to evaluate the robustness of autonomous vehicles (AVs). Existing methods focus on optimizing adversariality while preserving the naturalness of scenarios, aiming to achieve a balance through data-driven approaches. However, without an appropriate upper bound for adversariality, the scenarios might exhibit excessive adversariality, potentially leading to unavoidable collisions. In this paper, we introduce FREA, a novel safety-critical scenarios generation method that incorporates the Largest Feasible Region (LFR) of AV as guidance to ensure the reasonableness of the adversarial scenarios. Concretely, FREA initially pre-calculates the LFR of AV from offline datasets. Subsequently, it learns a reasonable adversarial policy that controls the scene's critical background vehicles (CBVs) to generate adversarial yet AV-feasible scenarios by maximizing a novel feasibility-dependent adversarial objective function. Extensive experiments illustrate that FREA can effectively generate safety-critical scenarios, yielding considerable near-miss events while ensuring AV's feasibility. Generalization analysis also confirms the robustness of FREA in AV testing across various surrogate AV methods and traffic environments.",,,,,,,,,
title:integratedscenariobasedanalysisadatadrivenapproachtosupportautomateddrivingsystemsdevelopmentandsafetyevaluation,W4401202404,10.48550/arxiv.2407.19975,Integrated Scenario-based Analysis: A data-driven approach to support automated driving systems development and safety evaluation,2024,2024-07-29,arXiv (Cornell University),preprint,0,Trajectory-related,predicted,1,0.7449,0.399,0.7191,False,,auto-discovered,"Several scenario-based frameworks exist to aid in vehicle system development and safety assurance. However, there is a need for approaches that combine different types of datasets that offer varying levels of case severity, data richness, and representativeness. This study presents an integrated scenario-based analysis approach that encompasses scenario definition, fusion, parametrization, and test case generation. For this process, ten years of fatal and non-fatal national crash data from the United States are combined with over 34 million miles of naturalistic driving data. An illustrative example scenario, ""turns at intersection"", is chosen to demonstrate this approach. First, scenario definitions are established from both record-based and continuous time series data. Second, a frequency analysis is performed to understand how often events from the same scenario occur at different severities across datasets. Third, an analysis is performed to show the key factors relevant to the scenario and the distribution of various parameters. Finally, a method to combine both types of data into representative test case scenarios is presented. These techniques improve scenario representativeness in two major ways: first, they populate an entire spectrum of cases ranging from routine events to fatal crashes; and second, they provide context-rich, multi-year data by combining large-scale national and naturalistic datasets.",,,,,,,,,
title:safetycenteredscenariogenerationforautonomousvehicles,W7150870231,10.4271/2026-01-0529,Safety-Centered Scenario Generation for Autonomous Vehicles,2026,2026-04-07,SAE technical papers on CD-ROM/SAE technical paper series,article,0,Trajectory-related,predicted,1,0.7121,0.4355,0.6987,False,,auto-discovered,"&lt;div class=""section abstract""&gt;&lt;div class=""htmlview paragraph""&gt;This paper presents a scenario generation framework that creates diverse, parametrized, and safety-critical driving situations to validate the safety features of autonomous vehicles in simulation [&lt;span class=""xref""&gt;1&lt;/span&gt;]. By modeling factors such as road geometry, traffic participants, environmental conditions, and perception uncertainties, the framework enables repeatable and scalable testing of safety mechanisms, including emergency braking, evasive maneuvers, and vulnerable road user protection. The framework supports both regulatory and edge case scenarios, mapped to hazards and safety goals derived from Hazard Analysis and Risk Assessment (HARA), ensuring traceability to ISO 26262 functional safety requirements and performance limitations. The output from these simulations provides quantitative safety metrics such as time-to-collision, minimum distance, braking and steering performance, and residual collision severity. These metrics enable the systematic evaluation of evasive maneuvering as a safety feature, while highlighting system limitations and edgecase vulnerabilities. Integration of scenario-based simulation with safety engineering principles offers accelerated validation cycles, improved test coverage at reduced cost, and stronger evidence for regulatory and stakeholder confidence.&lt;/div&gt;&lt;/div&gt;",,,,,,,,,
title:acrossmethodologicalreviewonthesafetyeffectsofpartialvehicleautomation,W7118176853,10.1016/j.trip.2025.101834,A cross-methodological review on the safety effects of partial vehicle automation,2026,2026-01-05,Transportation Research Interdisciplinary Perspectives,article,1,Trajectory-related,predicted,1,0.6904,0.3029,0.6983,False,,auto-discovered,"We present a cross-methodological review on the safety implications of Partially Automated Vehicles (PAV). We inventory theoretical considerations on possible safety effects, and evaluate results from computer simulations, driving simulators, Experimental Driving Studies (EDS), Naturalistic Driving Studies (NDS), and real-world crash data (censuses), to gain insight in detrimental and beneficial safety effects of partial automation. Theoretical concerns center around incompatibility between the requirement of constant supervision and the potential for increased distraction, reduced vigilance, mode confusion and dis- and misuse, alongside technological limitations such as system reliability outside the Operational Design Domain (ODD). Computer simulations show mixed results, and suggest that benefits of automation may emerge only at higher levels of automation. Simulator studies, EDS and NDS support concerns about a detrimental impact of automation on human drivers, although beneficial effects on Surrogate Safety Measures (SSM), reflecting smoother driver behavior are also reported. These results are uncertain, due to limited generalizability of simulator studies and SSM. Census data indicate reduced crash rates but do not reveal causality. Detrimental effects on the human driver are a consistent finding across several methodologies, but studies adopting methodologies with higher representativeness nuance these findings, showing net safety benefits. Although automation may mitigate some theoretical concerns by relaxing requirements on the human driver, alternative explanations relating to confounding factors, such as the presence of dedicated safety systems, cannot be excluded. The findings emphasize the need for real-world validations, refinement of Human–Machine Interfaces (HMIs), and strategies to address fleet heterogeneity. This review underscores the critical role of integrated evidence in shaping policies for safer adoption of PAV technologies. • We perform a cross-methodological review on safety of Partially Automated Vehicles (PAV). • Different methodologies highlight human factors concerns and crash rate benefits. • Converging evidence from different methodologies provides a holistic view on PAV safety. • The findings suggest net safety benefits for partial automation but raise concerns about causality.",,,,,,,,,
title:sgcadvlmacontextawaredecodingpoweredvisionlanguagemodelforsafetycriticalscenariogeneration,W7125796820,10.48550/arxiv.2601.18442,SG-CADVLM: A Context-Aware Decoding Powered Vision Language Model for Safety-Critical Scenario Generation,2026,2026-01-26,Open MIND,preprint,0,Trajectory-related,predicted,1,0.6756,0.382,0.698,False,,auto-discovered,"Autonomous Vehicle (AV) requires rigorous testing in safety-critical scenarios for safety validation, yet its validation is hindered by the high cost of field testing and the lack of fidelity in current simulations for rare safety-critical events. Crash reports offer rich and authentic specifications of real-world accident dynamics, making them a promising resource for Large Language Models and Vision-Language models to generate high-fidelity scenarios. However, the existing models frequently deviate from actual accident characteristics due to context suppression. To address these limitations, this paper presents SG-CADVLM, a framework integrateing Context-Aware Decoding with multimodal input processing to generate safety-critical scenarios from crash reports. The framework mitigates the hallucination of VLMs while generating road geometry and vehicle trajectories simultaneously. The experimental results demonstrate that SG-CADVLM generates combined critical and high-risk scenarios at a rate of 88.1% compared to 31.2% for the baseline methods, representing a 182% improvement, while producing executable simulations for autonomous vehicle testing.",,,,,,,,,
title:adversarialsafetycriticalscenariogenerationusingnaturalistichumandrivingpriors,W4388936562,10.1109/tiv.2023.3335862,Adversarial Safety-Critical Scenario Generation Using Naturalistic Human Driving Priors,2023,2023-11-23,IEEE Transactions on Intelligent Vehicles,article,23,Trajectory-related,predicted,1,0.7121,0.3191,0.7279,False,,auto-discovered,"Evaluating the decision-making system is indispensable in developing autonomous vehicles, while realistic and challenging safety-critical test scenarios play a crucial role. Obtaining these scenarios is non-trivial, thanks to the long-tailed distribution, sparsity, and rarity in real-world data sets. To tackle this problem, in this paper, we introduce a natural adversarial scenario generation solution using naturalistic human driving priors and reinforcement learning techniques. By doing this, we can obtain large-scale test scenarios that are both diverse and realistic. Specifically, we build a simulation environment that mimics natural traffic interaction scenarios. Informed by this environment, we implement a two-stage procedure. The first stage incorporates conventional rule-based models, e.g., IDM (Intelligent Driver Model) and MOBIL (Minimizing Overall Braking Induced by Lane changes) model, to coarsely and discretely capture and calibrate key control parameters from the real-world dataset. Next, we leverage GAIL (Generative Adversarial Imitation Learning) to represent driver behaviors continuously. The derived GAIL can be further used to design a PPO (Proximal Policy Optimization)-based actor-critic network framework to fine-tune the reward function, and then optimize our natural adversarial scenario generation solution. Extensive experiments have been conducted in two popular datasets, NGSIM and INTERACTION. Essential traffic parameters were measured in comparison with the baseline model, e.g., the collision rate, accelerations, steering, and the number of lane changes. Our findings demonstrate that the proposed model can generate realistic safety-critical test scenarios covering both naturalness and adversariality with an advanced 44% efficiency gain over the baseline model, which can be a cornerstone for the development of autonomous vehicles.",,,,,,,,,
title:advdiffusergeneratingadversarialsafetycriticaldrivingscenariosviaguideddiffusion,W4405785741,10.1109/iros58592.2024.10802408,AdvDiffuser: Generating Adversarial Safety-Critical Driving Scenarios via Guided Diffusion,2024,2024-10-14,,article,9,Trajectory-related,predicted,1,0.6759,0.3104,0.7178,False,,auto-discovered,"Safety-critical scenarios are infrequent in natural driving environments but hold significant importance for the training and testing of autonomous driving systems. The prevailing approach involves generating safety-critical scenarios automatically in simulation by introducing adversarial adjustments to natural environments. These adjustments are often tailored to specific tested systems, thereby disregarding their transferability across different systems. In this paper, we propose AdvDiffuser, an adversarial framework for generating safety-critical driving scenarios through guided diffusion. By incorporating a diffusion model to capture plausible collective behaviors of background vehicles and a lightweight guide model to effectively handle adversarial scenarios, AdvDiffuser facilitates transferability. Experimental results on the nuScenes dataset demonstrate that AdvDiffuser, trained on offline driving logs, can be applied to various tested systems with minimal warm-up episode data and outperform other existing methods in terms of realism, diversity, and adversarial performance.",,,,,,,,,
title:pafotapositionbasedapproachforfindingoptimaltestsofautonomousvehicles,W4399491452,10.1145/3644032.3644457,PAFOT: A Position-Based Approach for Finding Optimal Tests of Autonomous Vehicles,2024,2024-04-15,,article,3,Trajectory-related,predicted,1,0.6527,0.2746,0.7164,False,,auto-discovered,"Autonomous Vehicles (AVs) are prone to revolutionise the transportation industry. However, they must be thoroughly tested to avoid safety violations. Simulation testing plays a crucial role in finding safety violations of Automated Driving Systems (ADSs). This paper proposes PAFOT, a position-based approach testing framework, which generates adversarial driving scenarios to expose safety violations of ADSs. We introduce a 9-position grid which is virtually drawn around the Ego Vehicle (EV) and modify the driving behaviours of Non-Playable Characters (NPCs) to move within this grid. PAFOT utilises a single-objective genetic algorithm to search for adversarial test scenarios. We demonstrate PAFOT on a well-known high-fidelity simulator, CARLA. The experimental results show that PAFOT can effectively generate safety-critical scenarios to crash ADSs and is able to find collisions in a short simulation time. Furthermore, it outperforms other search-based testing techniques by finding more safety-critical scenarios under the same driving conditions within less effective simulation time.",,,,,,,,,
title:enhancingautonomousvehicletrainingwithlanguagemodelintegrationandcriticalscenariogeneration,W4394839142,10.48550/arxiv.2404.08570,Enhancing Autonomous Vehicle Training with Language Model Integration and Critical Scenario Generation,2024,2024-04-12,arXiv (Cornell University),preprint,3,Trajectory-related,predicted,1,0.7092,0.302,0.7153,False,,auto-discovered,"This paper introduces CRITICAL, a novel closed-loop framework for autonomous vehicle (AV) training and testing. CRITICAL stands out for its ability to generate diverse scenarios, focusing on critical driving situations that target specific learning and performance gaps identified in the Reinforcement Learning (RL) agent. The framework achieves this by integrating real-world traffic dynamics, driving behavior analysis, surrogate safety measures, and an optional Large Language Model (LLM) component. It is proven that the establishment of a closed feedback loop between the data generation pipeline and the training process can enhance the learning rate during training, elevate overall system performance, and augment safety resilience. Our evaluations, conducted using the Proximal Policy Optimization (PPO) and the HighwayEnv simulation environment, demonstrate noticeable performance improvements with the integration of critical case generation and LLM analysis, indicating CRITICAL's potential to improve the robustness of AV systems and streamline the generation of critical scenarios. This ultimately serves to hasten the development of AV agents, expand the general scope of RL training, and ameliorate validation efforts for AV safety.",,,,,,,,,
title:strengtheningaivalidationandverificationinautonomousvehiclescomprehensiveanalysisandimprovementstokeystandards,W4412082708,10.1109/cai64502.2025.00289,Strengthening AI Validation and Verification in Autonomous Vehicles: Comprehensive Analysis and Improvements to Key Standards,2025,2025-05-05,,article,2,Trajectory-related,predicted,1,0.7031,0.3756,0.7047,False,,auto-discovered,"Autonomous driving systems rely heavily on artificial intelligence (AI) to perceive, plan, and act within complex environments. As these systems become more sophisticated, rigorous safety validation and verification (V&V) methods become critical to ensure reliable and trustworthy behavior under diverse and unpredictable real-world conditions. Existing standards, such as ISO 21448 (SOTIF), ISO 34502 Series, ISO/PAS 8800, and IEEE P2846, specifically address AI-driven safety through methodologies focusing on scenario-based testing, behavioral safety modeling, and AI lifecycle management. This research paper critically analyzes these four prominent standards, identifying specific gaps related to AI performance metrics, scenario comprehensiveness, real-time adaptability, and robustness testing. The paper presents targeted recommendations, including enhanced methodologies for identifying and testing edge-case scenarios (ISO 21448), AI-driven dynamic scenario updating (ISO 34502:2022 Series), integration of adversarial robustness testing (ISO/PAS 8800), and adaptive, probabilistic behavioral verification techniques (IEEE P2846). These proposed improvements provide a clear pathway toward strengthening AI safety assurance, facilitating standard harmonization, and aligning regulatory practices within the autonomous driving industry in the United States.",,,,,,,,,
title:fullcoveragetestingmethodforautomateddrivingsysteminlogicalscenarioparametersspace,W4414240617,10.3390/s25185764,Full Coverage Testing Method for Automated Driving System in Logical Scenario Parameters Space,2025,2025-09-16,Sensors,article,0,Trajectory-related,predicted,1,0.6796,0.3269,0.7045,False,,auto-discovered,"Scenario-based testing is a mainstream approach for evaluating the safety of automated driving systems (ADS). However, logical scenarios are defined through parameter spaces, and performance differences among systems under test make it difficult to ensure fairness and coverage using the same concrete parameters. Accordingly, an automated driving system testing method is proposed. Guided by the established full-coverage testing framework, a quantitative evaluation method for scenario representativeness is first proposed by jointly analyzing naturalistic driving probability distributions and hazard-related characteristics. Furthermore, a hybrid algorithm integrating heat-guided hierarchical search and genetic optimization is developed to address the non-uniform full-coverage problem, enabling efficient selection of representative parameters that ensure complete coverage of the logical scenario space. The proposed method is validated through empirical studies in representative use cases, including lead vehicle braking and cut-in scenarios. Experimental results show that the proposed method achieves 100% coverage of the logical scenario parameter space with an 8% boundary fitting error, outperforming mainstream baselines including monte carlo (84.3%, 19%), combinatorial testing (86.5%, 14%) and importance sampling (72.0%, 7%). The approach achieves exhaustive coverage of the logical scenario space with limited concrete scenarios, and effectively supports the development of consistent, reproducible and efficient scenario generation frameworks for testing organizations.",,,,,,,,,
title:driverbehaviorinmixedtrafficwithautonomousvehicles,W7159963630,10.3390/futuretransp6030097,Driver Behavior in Mixed Traffic with Autonomous Vehicles,2026,2026-04-28,Future Transportation,article,0,Trajectory-related,predicted,1,0.6797,0.28,0.6945,False,,auto-discovered,"The transition to autonomous driving is creating mixed traffic environments in which human-driven vehicles, partially automated vehicles, and autonomous vehicles must continuously interact, adapt, and respond to one another. This paper presents a comprehensive review of driver behavior in mixed traffic with autonomous vehicles, with emphasis on the sociotechnical nature of human–machine coexistence. The review synthesizes recent evidence on behavioral adaptation in car-following and tactical decision-making, trust calibration, situational awareness, takeover performance, internal and external human–machine interface design, surrogate safety metrics, vehicle-to-vehicle communication, operational design domains, and data-driven scenario generation. The literature shows that drivers do not respond to autonomous vehicles uniformly. Instead, behavior varies by driving style, perceived predictability of the automated vehicle, interface transparency, and traffic context. The review also emphasizes that these interaction patterns are context-dependent and may differ substantially across regions, particularly in dense mixed traffic environments. While some adaptations can improve stability and safety, others can encourage opportunistic maneuvers, overtrust, confusion, or degraded takeover quality. The review also highlights that crash data alone are insufficient to assess safety in mixed traffic, and that near-miss analysis, surrogate conflict metrics, and scenario-based evaluation are essential for understanding safety-critical interactions. Across the literature, a central inference emerges: adaptation to autonomous vehicles is real, but it is not automatically stabilizing. Safe deployment therefore depends not only on technical vehicle performance but also on behavioral legibility, transparent communication, calibrated trust, and robust evaluation under diverse real-world conditions. The paper concludes by identifying major research gaps, including the lack of longitudinal studies, incomplete standardization of surrogate metrics, limited understanding of vehicle conspicuity effects, and the need for integrated frameworks that jointly assess driver behavior, system design, and scenario-based safety.",,,,,,,,,
title:mjtgamultivehiclejointtrajectorygeneratorforcomplexandrarescenarios,W4410153201,10.1109/tvt.2025.3567636,MJTG: A Multi-Vehicle Joint Trajectory Generator for Complex and Rare Scenarios,2025,2025-05-07,IEEE Transactions on Vehicular Technology,article,3,Trajectory-related,predicted,1,0.7184,0.3881,0.7041,False,,auto-discovered,"The advancement of Highly Automated Vehicles (HAVs) safety testing plays a crucial role in the large-scale deployment of Automated Driving Systems (ADS). Scenario-based testing has become increasingly popular due to its customizability and testing efficiency. Unfortunately, the scarcity of collected realworld scenario data constrains the construction of a high-coverage scenario library. It is of great value to make small data into big data by generating fresh new scenarios out of existing ones. A common approach is to use Data-driven Scenario Generation (DSG) methods. However, these methods suffer from some drawbacks, including the low quality of the generated scenarios (i.e., the scenario fidelity) and the lack of diversity and criticality compared to the original scenarios (i.e., the scenario directivity). These problems are mainly caused by the complex and dynamic nature of scenarios and the rarity of critical situations in naturalistic driving environment. To address those challenges, we propose a data-driven method named the Multi-vehicle Joint Trajectory Generator (MJTG), devised to selectively generate potentially feasible scenarios based on limited collected scenarios. The MJTG framework has demonstrated significant effectiveness in terms of fidelity and directivity. Generated scenarios exhibit over 85% compliance with functional check standards. Additionally, the framework excels in addressing directivity, resulting in a reduction of 0.66 seconds in the modified time-tocollision. Overall, the MJTG framework holds promising prospects in constructing high-coverage test-worthy scenario libraries and advancing the safety testing of HAVs.",,,,,,,,,
